Label,Preds
[[147.67818    9.311307 146.81592   13.521708  23.85176   19.922743]],[[152.9774     9.293367 152.1996    10.704615  24.303484  22.071056]]
[[147.68721    9.273577 146.82867   13.877888  23.959183  19.820274]],[[152.95314     9.2868805 152.17654    10.790685   24.2863     22.049597 ]]
[[147.6931      9.2312355 146.83934    14.246834   24.075077   19.719536 ]],[[152.93747    9.275901 152.16391   10.911682  24.280241  22.010729]]
[[147.69125    9.192899 146.8423    14.627854  24.19842   19.616053]],[[152.93921    9.255526 152.17262   11.105227  24.29773   21.933388]]
[[147.6938     9.144373 146.8522    15.018167  24.325947  19.503712]],[[152.94044     9.2349415 152.18077    11.30287    24.314745   21.854221 ]]
[[147.69093    9.098201 146.85612   15.416479  24.46454   19.387236]],[[152.94066     9.2145405 152.18771    11.503249   24.332207   21.774519 ]]
[[147.69312    9.047075 146.8668    15.820561  24.607845  19.260105]],[[152.93913    9.194164 152.19278   11.705677  24.349842  21.69366 ]]
[[147.6958      8.9941225 146.87813    16.238136   24.762333   19.129236 ]],[[152.93614    9.173416 152.19627   11.911583  24.369043  21.612053]]
[[147.6996     8.933743 146.89241   16.66206   24.919722  18.977028]],[[152.9313     9.152138 152.19781   12.119976  24.389706  21.529613]]
[[147.69887    8.876514 146.90141   17.100302  25.089016  18.82913 ]],[[152.92422    9.130261 152.19696   12.330176  24.413012  21.447132]]
[[147.69876    8.818306 146.91086   17.54921   25.266884  18.672638]],[[152.91432    9.107593 152.19324   12.54273   24.438957  21.363653]]
[[147.69418    8.757356 146.91711   18.002563  25.448622  18.504427]],[[152.9009     9.083287 152.186     12.759513  24.467413  21.278046]]
[[147.6876     8.697254 146.92218   18.465408  25.63704   18.327765]],[[152.88594    9.05505  152.17767   12.99748   24.50429   21.188797]]
[[147.68669    8.634279 146.93407   18.929943  25.82763   18.149935]],[[152.877      9.018267 152.17682   13.284096  24.556416  21.092228]]
[[147.70256     8.5597315 146.96461    19.397495   26.021393   17.957766 ]],[[152.87462    8.967577 152.18555   13.636344  24.621346  20.977772]]
[[147.71893    8.481604 146.99788   19.870607  26.219828  17.751694]],[[152.90479    8.90897  152.22989   14.044026  24.690481  20.831892]]
[[147.73734    8.40286  147.03432   20.341387  26.41652   17.53692 ]],[[152.94838    8.840911 152.28983   14.514704  24.77539   20.670471]]
[[147.75581    8.323317 147.07135   20.8135    26.615644  17.326683]],[[152.99469    8.76622  152.3534    15.04715   24.88416   20.503601]]
[[147.77257    8.248993 147.10623   21.2889    26.822348  17.116463]],[[153.03842    8.688727 152.41452   15.62541   25.01215   20.32977 ]]
[[147.79575    8.174603 147.14673   21.77175   27.040852  16.905397]],[[153.08795    8.622288 152.47496   16.221516  25.23645   20.121824]]
[[147.82004    8.10204  147.18819   22.256302  27.265038  16.696125]],[[153.12929    8.559786 152.52512   16.862139  25.503107  19.914165]]
[[147.84702    8.025897 147.23381   22.744083  27.492506  16.483093]],[[153.15456    8.495985 152.55838   17.573147  25.811237  19.699842]]
[[147.87036     7.9486675 147.27527    23.23594    27.726244   16.284273 ]],[[153.17543    8.427598 152.58719   18.353683  26.155495  19.475338]]
[[147.8994     7.866571 147.32387   23.731668  27.965796  16.069674]],[[153.2108     8.35682  152.63045   19.220284  26.527834  19.236897]]
[[147.93195     7.7872863 147.3754     24.225515   28.208292   15.868535 ]],[[153.23721    8.285246 152.66452   20.11159   26.909563  19.000223]]
[[147.96613    7.710013 147.42815   24.723072  28.460022  15.665491]],[[153.24171    8.218696 152.6759    20.930428  27.264023  18.801922]]
[[148.00574    7.633418 147.48637   25.219793  28.715975  15.472273]],[[153.23622    8.158129 152.67674   21.65126   27.588907  18.637154]]
[[148.04144     7.5604963 147.53925    25.720392   28.981964   15.282915 ]],[[153.30525    8.11039  152.75179   22.260439  27.880955  18.503155]]
[[148.07643    7.493468 147.59058   26.227505  29.259039  15.114228]],[[153.43834    8.063999 152.89133   22.878773  28.172626  18.390741]]
[[148.11075    7.427618 147.64131   26.739563  29.545696  14.953972]],[[153.58981    8.018417 153.04987   23.485882  28.43986   18.286175]]
[[148.14862     7.3575435 147.69566    27.249825   29.836582   14.795358 ]],[[153.74203     7.9764385 153.20856    24.091564   28.692305   18.181732 ]]
[[148.1925      7.2809772 147.75691    27.759514   30.131168   14.64574  ]],[[153.89229     7.9350476 153.36559    24.695992   28.92149    18.076067 ]]
[[148.24057     7.2056355 147.82164    28.272865   30.432302   14.505377 ]],[[154.03355     7.8905997 153.5149     25.289036   29.123138   17.960926 ]]
[[148.2824     7.13161  147.87979   28.787495  30.739237  14.385497]],[[154.16335     7.8481035 153.65234    25.878971   29.314236   17.853676 ]]
[[148.32674    7.060571 147.94011   29.29744   31.051638  14.273966]],[[154.27446     7.8096204 153.76978    26.476358   29.508686   17.748394 ]]
[[148.37558     6.991894  148.00444    29.80033    31.368034   14.1663685]],[[154.3701     7.773552 153.87097   27.065432  29.710922  17.636295]]
[[148.42726    6.924743 148.0716    30.302694  31.687069  14.082135]],[[154.47925     7.7850976 153.97574    27.553225   29.968395   17.540556 ]]
[[148.4768     6.860869 148.135     30.803707  32.01208   14.001868]],[[154.57428    7.794616 154.06691   28.039696  30.21952   17.434286]]
[[148.53287     6.7994275 148.20435    31.300575   32.338726   13.941157 ]],[[154.65685    7.803315 154.14578   28.523209  30.467854  17.32121 ]]
[[148.58963    6.738652 148.2743    31.790878  32.664665  13.888974]],[[154.73933     7.7260356 154.2442     29.30702    30.934042   17.435684 ]]
[[148.63943    6.67778  148.33623   32.281967  32.995605  13.844786]],[[154.82216     7.6351175 154.34656    30.111185   31.41158    17.573828 ]]
[[148.69115    6.618263 148.39955   32.76383   33.322803  13.819293]],[[154.90483     7.5463443 154.44864    30.879574   31.86205    17.693481 ]]
[[148.73828    6.562719 148.45758   33.240692  33.649506  13.80655 ]],[[154.9845      7.4598165 154.5474     31.624847   32.29407    17.79829  ]]
[[148.78984     6.5001945 148.51897    33.719387   33.98281    13.805694 ]],[[155.05934     7.3762064 154.64078    32.351532   32.710133   17.891212 ]]
[[148.8469     6.444862 148.58688   34.176872  34.304417  13.813087]],[[155.13344    7.293915 154.73312   33.073643  33.117188  17.96647 ]]
[[148.9069      6.3929768 148.65758    34.62528    34.62498    13.827332 ]],[[155.2095      7.2120624 154.82721    33.80966    33.527702   18.03099  ]]
[[148.9649     6.337323 148.72583   35.06582   34.94094   13.844361]],[[155.28648     7.1310344 154.92163    34.56062    33.94821    18.090637 ]]
[[149.02171     6.2831726 148.79237    35.499664   35.252125   13.871994 ]],[[155.36217     7.0511446 155.01419    35.323635   34.376118   18.147186 ]]
[[149.07233    6.231492 148.85147   35.925755  35.561398  13.902517]],[[155.43604     6.9719596 155.1043     36.09394    34.805546   18.205597 ]]
[[149.12169     6.1868253 148.90805    36.34286    35.869556   13.939616 ]],[[155.50899     6.8692746 155.19557    36.99606    35.2206     18.31563  ]]
[[149.16666     6.1452475 148.95905    36.757034   36.17912    13.988506 ]],[[155.58043     6.7700195 155.28438    37.891346   35.66212    18.424517 ]]
[[149.206       6.1045995 149.00485    37.157078   36.4808     14.03651  ]],[[155.64696     6.6745005 155.36717    38.772266   36.125923   18.532646 ]]
[[149.23868    6.06982  149.04417   37.546974  36.77219   14.099878]],[[155.70627    6.582845 155.44156   39.630985  36.60709   18.64272 ]]
[[149.26434    6.038993 149.07698   37.924347  37.055958  14.15961 ]],[[155.76399    6.495801 155.51328   40.453846  37.091732  18.750757]]
[[149.29607     6.0021906 149.11726    38.288086   37.33171    14.208201 ]],[[155.81973    6.413715 155.58167   41.2435    37.591038  18.853733]]
[[149.33316     5.9702415 149.16226    38.6402     37.605232   14.245984 ]],[[155.87119     6.3351655 155.64456    42.012234   38.11309    18.95411  ]]
[[149.36578    5.942471 149.20273   38.98113   37.871983  14.285264]],[[155.91948     6.2596345 155.7031     42.76551    38.65791    19.054483 ]]
[[149.3907      5.9201174 149.23485    39.320717   38.13831    14.333614 ]],[[155.96362     6.1863337 155.75662    43.5029     39.21442    19.149271 ]]
[[149.4131      5.8991337 149.26436    39.647045   38.39656    14.374471 ]],[[155.99599     6.1145396 155.79765    44.2207     39.769615   19.228271 ]]
[[149.43416     5.8864484 149.2924     39.9631     38.64861    14.418237 ]],[[156.01595     6.0436873 155.82556    44.928104   40.32722    19.29476  ]]
[[149.45561    5.872241 149.32213   40.2633    38.890453  14.452439]],[[156.04225    5.995094 155.85402   45.549133  40.83257   19.339058]]
[[149.47047    5.862286 149.34549   40.55449   39.124195  14.497685]],[[156.10776     5.9116282 155.94028    45.94345    41.27657    19.318691 ]]
[[149.48505    5.855688 149.36906   40.834988  39.350716  14.536407]],[[156.1758     5.845612 156.02975   46.277668  41.68453   19.283226]]
[[149.49806     5.8503504 149.39183    41.102684   39.56964    14.572174 ]],[[156.2303      5.7827044 156.10378    46.605885   42.08939    19.251114 ]]
[[149.50652     5.8464766 149.40996    41.35848    39.780827   14.595609 ]],[[156.2761     5.720316 156.1677    46.94044   42.490402  19.225925]]
[[149.50743    5.849816 149.42084   41.603867  39.98274   14.621825]],[[156.31291     5.6548185 156.22186    47.295918   42.87964    19.20874  ]]
[[149.50627    5.860451 149.4292    41.83774   40.17636   14.653029]],[[156.34612    5.592519 156.27136   47.638165  43.258915  19.181702]]
[[149.50363     5.8710666 149.43576    42.065136   40.365097   14.688538 ]],[[156.3769     5.534631 156.31717   47.967205  43.623787  19.138832]]
[[149.5049     5.8829   149.44672   42.28022   40.54537   14.717261]],[[156.4052      5.4814954 156.3592     48.28104    43.970448   19.07843  ]]
[[149.50493     5.8994975 149.45638    42.489468   40.720177   14.749857 ]],[[156.43446    5.432053 156.40125   48.58305   44.303734  19.004684]]
[[149.50572     5.9165177 149.46855    42.682312   40.882927   14.773245 ]],[[156.46269     5.3853564 156.44147    48.874367   44.626446   18.92138  ]]
[[149.5022      5.9333677 149.47737    42.869667   41.038776   14.799714 ]],[[156.48985     5.3401275 156.48013    49.155853   44.941322   18.832384 ]]
[[149.49916     5.9557714 149.48581    43.04662    41.187824   14.821225 ]],[[156.51576     5.2963777 156.5169     49.42687    45.248997   18.7411   ]]
[[149.49829    5.983568 149.49634   43.215866  41.333275  14.834319]],[[156.54144     5.2548714 156.55258    49.685333   45.550793   18.646797 ]]
[[149.49365    6.010773 149.50249   43.37814   41.47004   14.861855]],[[156.56493     5.2154064 156.5853     49.932125   45.84667    18.55064  ]]
[[149.4875     6.037667 149.50665   43.538563  41.60694   14.884275]],[[156.58559     5.1774187 156.61447    50.16795    46.13844    18.45573  ]]
[[149.48257    6.063312 149.51245   43.69474   41.739388  14.909865]],[[156.60237    5.140597 156.6391    50.393337  46.427807  18.363285]]
[[149.47374    6.086544 149.51352   43.851498  41.872005  14.939161]],[[156.6151     5.104387 156.65921   50.613018  46.718555  18.27252 ]]
[[149.46718    6.112924 149.51576   44.004833  42.00257   14.973899]],[[156.62303     5.0691657 156.67389    50.82667    47.010025   18.180544 ]]
[[149.46234     6.1366415 149.52       44.15136    42.129314   14.997519 ]],[[156.62593     5.0349145 156.68292    51.033283   47.300556   18.088898 ]]
[[149.4589     6.156773 149.52509   44.297684  42.256058  15.025488]],[[156.62306     5.0014915 156.68552    51.23273    47.590446   17.997932 ]]
[[149.4559      6.1803007 149.52972    44.44119    42.380116   15.061961 ]],[[156.6136     4.969355 156.68094   51.422955  47.874035  17.906256]]
[[149.45297     6.2056313 149.53372    44.580982   42.5004     15.102704 ]],[[156.59874     4.9392343 156.6702     51.603535   48.146896   17.813313 ]]
[[149.45157     6.2288947 149.53944    44.7165     42.616856   15.144988 ]],[[156.5792      4.9115224 156.65385    51.773426   48.406662   17.718428 ]]
[[149.46086     6.2496676 149.55588    44.84452    42.728157   15.1818695]],[[156.55768     4.8877935 156.63434    51.928932   48.645645   17.619492 ]]
[[149.46786     6.2690725 149.56915    44.973846   42.838943   15.224506 ]],[[156.53642     4.8694925 156.61353    52.065998   48.85583    17.512789 ]]
[[149.4725      6.285277  149.57947    45.104713   42.947296   15.2797985]],[[156.51683     4.8573174 156.59273    52.18072    49.03068    17.396955 ]]
[[149.47372    6.299672 149.58543   45.232124  43.0538    15.328543]],[[156.50003    4.850382 156.5733    52.277996  49.176285  17.276705]]
[[149.47702    6.314653 149.59474   45.348564  43.147915  15.383456]],[[156.48773     4.8481913 156.55719    52.360695   49.298237   17.156294 ]]
[[149.4783     6.327618 149.60106   45.463734  43.24168   15.436979]],[[156.48708     4.8524537 156.55109    52.421      49.386204   17.033596 ]]
[[149.48077     6.3401217 149.6072     45.57852    43.333996   15.496639 ]],[[156.50276    4.863819 156.55966   52.457516  49.436054  16.90644 ]]
[[149.48807    6.350117 149.61674   45.692623  43.42634   15.557772]],[[156.524       4.8787913 156.57297    52.48527    49.46776    16.780764 ]]
[[149.4938     6.360429 149.62393   45.808098  43.520695  15.619433]],[[156.54738     4.8964324 156.58789    52.510548   49.485405   16.65753  ]]
[[149.50902     6.3606753 149.6385     45.925144   43.618996   15.679848 ]],[[156.57289     4.9168763 156.60437    52.533314   49.48876    16.538498 ]]
[[149.51927    6.373999 149.65004   46.023876  43.70009   15.733688]],[[156.60112    4.94033  156.62292   52.554745  49.47742   16.422573]]
[[149.53535     6.3769813 149.66457    46.133507   43.793663   15.788869 ]],[[156.63187     4.9671383 156.6433     52.572514   49.449974   16.31234  ]]
[[149.54805    6.378473 149.67488   46.238605  43.88355   15.838915]],[[156.66399     4.9973464 156.66429    52.585533   49.408585   16.209415 ]]
[[149.55963     6.3807945 149.68413    46.343067   43.97103    15.897589 ]],[[156.6942     5.031494 156.6825    52.604744  49.366947  16.116678]]
[[149.57002     6.3807607 149.69232    46.445164   44.058823   15.947002 ]],[[156.7226     5.068911 156.69821   52.63586   49.329185  16.032848]]
[[149.58354     6.3776927 149.70364    46.544765   44.144577   15.996195 ]],[[156.75749     5.1098886 156.71983    52.678043   49.297184   15.963136 ]]
[[149.59422    6.373529 149.71225   46.640915  44.227795  16.039606]],[[156.79222    5.153464 156.74072   52.735394  49.267887  15.903614]]
[[149.60004    6.372157 149.71718   46.727505  44.300995  16.0806  ]],[[156.82315    5.198418 156.75739   52.8081    49.246304  15.858499]]
[[149.60559     6.3702617 149.72223    46.812286   44.37141    16.12471  ]],[[156.84723    5.241393 156.7675    52.908134  49.253113  15.836866]]
[[149.61403     6.3622646 149.73026    46.89381    44.442955   16.152529 ]],[[156.86467     5.2870135 156.77008    53.01262    49.259274   15.83368  ]]
[[149.63495     6.3531246 149.75058    46.969414   44.51351    16.16984  ]],[[156.8832      5.3369894 156.77246    53.085163   49.22869    15.845597 ]]
[[149.65698     6.3468504 149.77176    47.042877   44.582134   16.189209 ]],[[156.90945    5.38469  156.78337   53.135967  49.166218  15.88421 ]]
[[149.67043     6.3438606 149.78441    47.112804   44.645035   16.215158 ]],[[156.94266    5.435131 156.80023   53.162003  49.08121   15.967623]]
[[149.68349    6.339886 149.7966    47.181496  44.705795  16.244564]],[[156.96109     5.4946895 156.79918    53.15311    48.97125    16.081287 ]]
[[149.7008     6.332953 149.81389   47.24177   44.7625    16.258762]],[[156.9608      5.5627112 156.77663    53.11627    48.843716   16.210432 ]]
[[149.71582     6.3261228 149.83026    47.293682   44.811764   16.26714  ]],[[156.97397    5.642788 156.7636    53.048225  48.69896   16.365393]]
[[149.72511    6.319106 149.84103   47.33986   44.853966  16.279318]],[[157.02129    5.734799 156.78098   52.942375  48.551247  16.560879]]
[[149.73457    6.312267 149.85197   47.384174  44.893368  16.291506]],[[157.1241      5.8360553 156.85205    52.766113   48.43491    16.846106 ]]
[[149.74326     6.3051763 149.8619     47.421074   44.928978   16.288952 ]],[[157.25424    5.940659 156.9511    52.498447  48.30169   17.198425]]
[[149.7514      6.2990866 149.87076    47.454216   44.962223   16.285202 ]],[[157.40973    6.042253 157.07693   52.27378   48.206676  17.528107]]
[[149.76129    6.295965 149.8801    47.482643  44.99214   16.282444]],[[157.62663    6.137015 157.26837   52.159077  48.20814   17.824268]]
[[149.76753    6.297662 149.88635   47.507538  45.017517  16.28402 ]],[[157.92525     6.2101407 157.55157    52.21638    48.38528    18.083572 ]]
[[149.77843     6.2978854 149.89789    47.523727   45.03592    16.28201  ]],[[158.12193    6.236983 157.75258   52.442883  48.728836  18.271626]]
[[149.78719    6.299723 149.90726   47.533115  45.048985  16.275694]],[[158.25734    6.250704 157.89883   52.728264  49.104668  18.400307]]
[[149.7979     6.302068 149.91878   47.53464   45.05656   16.264454]],[[158.4094      6.2669044 158.06163    53.02738    49.459743   18.483202 ]]
[[149.81003    6.306234 149.93124   47.534046  45.06353   16.251087]],[[158.57027     6.2859254 158.23262    53.285805   49.739056   18.51632  ]]
[[149.82155     6.3108444 149.9438     47.525066   45.06295    16.23197  ]],[[158.69456    6.305713 158.36343   53.469494  49.93459   18.503834]]
[[149.81847     6.3168287 149.94037    47.518414   45.05957    16.225697 ]],[[158.75795     6.3452826 158.4235     53.536633   49.982025   18.43106  ]]
[[149.82004     6.3243504 149.94107    47.50444    45.05313    16.208857 ]],[[158.7979     6.384378 158.458     53.534885  49.96165   18.331213]]
[[149.81924    6.329603 149.93942   47.48722   45.04346   16.191566]],[[158.84923     6.4109445 158.5068     53.49901    49.92196    18.205843 ]]
[[149.82759    6.327494 149.94772   47.462646  45.030113  16.163298]],[[158.89575     6.4521585 158.54565    53.302994   49.776333   17.923649 ]]
[[149.83754     6.3245587 149.9575     47.43643    45.015358   16.135307 ]],[[158.91829    6.475681 158.56502   53.07442   49.58695   17.618698]]
[[149.8464     6.32403  149.96603   47.40323   44.995556  16.10164 ]],[[158.92235     6.4730725 158.57393    52.85433    49.371777   17.334995 ]]
[[149.85487     6.3217854 149.97392    47.368927   44.975605   16.065216 ]],[[158.89908     6.4408603 158.56421    52.671665   49.168365   17.084082 ]]
[[149.85953    6.320745 149.97742   47.331512  44.95246   16.028877]],[[158.80714    6.369427 158.49585   52.54743   49.00279   16.859451]]
[[149.86243     6.3198595 149.97926    47.293713   44.926125   16.002625 ]],[[158.66731    6.279302 158.38419   52.439297  48.82702   16.644855]]
[[149.86482     6.3135576 149.97934    47.258785   44.9041     15.974321 ]],[[158.53148    6.203878 158.27191   52.27724   48.608425  16.473028]]
[[149.86316     6.3082137 149.975      47.220165   44.876404   15.9535265]],[[158.39671    6.132973 158.15854   52.098797  48.381     16.340155]]
[[149.85681    6.303876 149.96579   47.181084  44.845325  15.941277]],[[158.27603    6.066115 158.05762   51.918293  48.153664  16.23598 ]]
[[149.84955    6.303533 149.95543   47.137527  44.809208  15.934034]],[[158.17015     5.9993443 157.97137    51.75352    47.93894    16.146988 ]]
[[149.84503     6.3002505 149.94818    47.091206   44.770966   15.921952 ]],[[158.07478     5.9343185 157.89523    51.60101    47.72983    16.057112 ]]
[[149.84886    6.295067 149.949     47.03551   44.72709   15.899301]],[[157.98582     5.8718987 157.82458    51.458412   47.52627    15.968283 ]]
[[149.85        6.2928305 149.94882    46.970707   44.67367    15.874732 ]],[[157.90242     5.8158007 157.75687    51.317745   47.32707    15.895513 ]]
[[149.84875     6.291309  149.94574    46.904106   44.617188   15.8549385]],[[157.82677     5.7626977 157.69543    51.182854   47.135242   15.83892  ]]
[[149.84752     6.2918487 149.94283    46.82956    44.552464   15.8358345]],[[157.76091    5.700044 157.64447   51.089916  47.00298   15.829217]]
[[149.85103     6.2861648 149.94337    46.757053   44.492172   15.808213 ]],[[157.70107     5.6533136 157.59378    50.99261    46.87516    15.8594055]]
[[149.85231     6.2805223 149.94077    46.68451    44.431244   15.78106  ]],[[157.64958    5.617329 157.54791   50.896526  46.75271   15.903179]]
[[149.8507     6.271219 149.93463   46.61427   44.37312   15.752595]],[[157.6123      5.5844717 157.51523    50.80894    46.642246   15.943037 ]]
[[149.85046    6.260332 149.92982   46.53948   44.310276  15.726199]],[[157.59322    5.565717 157.49667   50.702328  46.522995  15.980079]]
[[149.85248     6.2457466 149.92665    46.461727   44.2465     15.690453 ]],[[157.59349    5.559094 157.49443   50.587605  46.398853  16.00237 ]]
[[149.85913    6.232753 149.92964   46.373985  44.170647  15.656974]],[[157.59842     5.5635867 157.49394    50.467537   46.274      16.004116 ]]
[[149.86774     6.2152367 149.93239    46.287716   44.098045   15.623095 ]],[[157.60503    5.572247 157.49426   50.365383  46.167007  15.977514]]
[[149.87206    6.202998 149.93181   46.19171   44.013493  15.596791]],[[157.61028     5.5841346 157.49255    50.279263   46.07653    15.927867 ]]
[[149.87683     6.1926394 149.93161    46.09019    43.92377    15.57227  ]],[[157.61052    5.599957 157.48523   50.21302   46.012516  15.862945]]
[[149.87598     6.1816635 149.92502    45.984356   43.831234   15.540104 ]],[[157.60147    5.622817 157.46683   50.149445  45.959946  15.788951]]
[[149.8813     6.171663 149.92387   45.870598  43.733078  15.503657]],[[157.58131     5.6498365 157.43591    50.07718    45.902218   15.705985 ]]
[[149.87787     6.1647077 149.91368    45.752003   43.62871    15.467374 ]],[[157.55037    5.681373 157.39285   49.99572   45.8383    15.61358 ]]
[[149.87505    6.156447 149.90413   45.62606   43.51549   15.435025]],[[157.51044     5.7167716 157.3396     49.91412    45.77423    15.510894 ]]
[[149.88498    6.143244 149.90758   45.4909    43.397846  15.39328 ]],[[157.46745    5.76218  157.28023   49.830265  45.71046   15.412007]]
[[149.8944     6.131926 149.90955   45.346767  43.273674  15.346323]],[[157.41649    5.814264 157.21065   49.73744   45.63945   15.314435]]
[[149.90776    6.123154 149.91534   45.19147   43.13801   15.307579]],[[157.35994     5.8659844 157.13547    49.632145   45.55933    15.218188 ]]
[[149.91605    6.116468 149.91542   45.029335  42.995564  15.26932 ]],[[157.29614     5.9174657 157.05298    49.513203   45.469456   15.121329 ]]
[[149.926       6.1106772 149.91652    44.856255   42.84591    15.227276 ]],[[157.22514     5.9662538 156.96414    49.378483   45.37074    15.026447 ]]
[[149.93504     6.1058683 149.91594    44.67334    42.687035   15.188207 ]],[[157.14952     6.0132284 156.87161    49.232944   45.265526   14.931465 ]]
[[149.94542     6.1022954 149.91696    44.478004   42.52154    15.135712 ]],[[157.07185    6.060575 156.77744   49.07108   45.148987  14.833203]]
[[149.94957    6.101463 149.91096   44.271587  42.34495   15.086602]],[[156.99338     6.1067743 156.68317    48.896885   45.027985   14.734168 ]]
[[149.94977     6.1003947 149.90038    44.058796   42.16251    15.031493 ]],[[156.91298    6.152436 156.58734   48.710617  44.897385  14.639269]]
[[149.95068    6.100417 149.8892    43.83823   41.97425   14.978245]],[[156.84093    6.175585 156.5066    48.47346   44.759727  14.542432]]
[[149.95282     6.097883  149.87967    43.604187   41.777596   14.9126005]],[[156.76814     6.1976743 156.42557    48.22424    44.614006   14.451545 ]]
[[149.95444     6.0948253 149.86937    43.364258   41.57642    14.847311 ]],[[156.69444     6.2211814 156.34338    47.957077   44.45334    14.3607235]]
[[149.95476    6.09239  149.8563    43.121464  41.372963  14.784642]],[[156.61919     6.2452254 156.25963    47.671497   44.28012    14.272194 ]]
[[149.95255    6.094187 149.84404   42.854588  41.14755   14.715217]],[[156.54706     6.2675457 156.17963    47.385536   44.103474   14.190233 ]]
[[149.94675     6.0973754 149.8274     42.58083    40.916077   14.647639 ]],[[156.47688     6.2879057 156.10217    47.09335    43.92199    14.1146   ]]
[[149.93681    6.105383 149.80618   42.296     40.67265   14.586567]],[[156.40771    6.305886 156.02628   46.79994   43.736927  14.042844]]
[[149.9215      6.1123347 149.78056    41.99704    40.415024   14.524638 ]],[[156.3373      6.3238716 155.94888    46.498394   43.553013   13.974162 ]]
[[149.91354     6.1167517 149.76381    41.6836     40.143795   14.45835  ]],[[156.26042     6.3404293 155.8652     46.196186   43.37534    13.905222 ]]
[[149.90292    6.121996 149.74478   41.359997  39.86272   14.39228 ]],[[156.17522     6.3541217 155.77386    45.88527    43.186745   13.831011 ]]
[[149.89377    6.129261 149.72606   41.029465  39.576836  14.329235]],[[156.08827    6.363378 155.68195   45.57251   42.993324  13.756443]]
[[149.8915      6.1364317 149.7146     40.688293   39.281776   14.257394 ]],[[155.99036     6.3678107 155.58032    45.25833    42.79113    13.67633  ]]
[[149.88725    6.146509 149.7013    40.333584  38.974583  14.202245]],[[155.88324     6.3710446 155.46985    44.93252    42.5853     13.59217  ]]
[[149.87813    6.162066 149.68292   39.969658  38.660164  14.149132]],[[155.76164     6.3714366 155.34552    44.590355   42.37572    13.505408 ]]
[[149.86449    6.185334 149.65881   39.59557   38.33803   14.106507]],[[155.62495     6.3669887 155.20724    44.24504    42.172314   13.4136305]]
[[149.85275     6.2110443 149.63646    39.21218    38.0101     14.059926 ]],[[155.47751    6.35619  155.05966   43.89336   41.971615  13.321641]]
[[149.83813    6.238096 149.61067   38.822983  37.676453  14.025672]],[[155.32324    6.343107 154.90651   43.543747  41.779236  13.238828]]
[[149.81885     6.270997  149.57901    38.42918    37.338875   14.0062475]],[[155.16872     6.3293967 154.75388    43.184162   41.590427   13.178763 ]]
[[149.79662    6.309937 149.54385   38.02814   36.99778   13.997288]],[[155.03233     6.3335648 154.61548    42.75816    41.371563   13.114421 ]]
[[149.77441    6.352243 149.50793   37.618015  36.654858  13.988355]],[[154.8881      6.3402557 154.46895    42.30951    41.139515   13.06507  ]]
[[149.7537      6.4050384 149.47318    37.19613    36.303223   13.9915085]],[[154.73058     6.3502545 154.3085     41.83232    40.885254   13.031938 ]]
[[149.73743    6.459351 149.4433    36.761936  35.946327  13.993842]],[[154.56093     6.3637977 154.13531    41.32419    40.611465   13.01699  ]]
[[149.72255    6.516546 149.415     36.317917  35.58623   13.999832]],[[154.41188    6.385289 153.98376   40.73421   40.275555  13.017002]]
[[149.71303     6.5735145 149.3917     35.864685   35.226543   13.999068 ]],[[154.3608     6.440698 153.93231   39.893425  39.696854  12.97023 ]]
[[149.70609     6.6357193 149.37038    35.402042   34.863995   14.006086 ]],[[154.3102      6.4948654 153.88126    39.042393   39.1166     12.946887 ]]
[[149.68939     6.7065477 149.33829    34.936813   34.50495    14.031802 ]],[[154.25067    6.540756 153.82193   38.22269   38.575447  12.960725]]
[[149.67444    6.774514 149.30661   34.46634   34.148792  14.064652]],[[154.19142    6.585619 153.76366   37.349857  38.006474  13.017851]]
[[149.65712     6.8431635 149.2723     33.99223    33.79606    14.0974865]],[[154.14232     6.6294875 153.71655    36.41207    37.39581    13.126831 ]]
[[149.64052     6.9112906 149.23848    33.514397   33.449345   14.135128 ]],[[154.09161    6.673275 153.66614   35.4945    36.782303  13.268043]]
[[149.62364    6.984656 149.20273   33.036396  33.11061   14.192812]],[[154.03075     6.7174287 153.60461    34.625736   36.193604   13.44483  ]]
[[149.60649     7.0592985 149.16597    32.555244   32.778904   14.258586 ]],[[153.96046     6.7590804 153.5332     33.82849    35.646023   13.654703 ]]
[[149.59071     7.1361856 149.12979    32.070957   32.453293   14.332084 ]],[[153.88635     6.8003016 153.45792    33.06524    35.08699    13.894746 ]]
[[149.57254    7.215594 149.09055   31.583471  32.13476   14.413882]],[[153.82204    6.838662 153.39426   32.37349   34.537365  14.181672]]
[[149.5521     7.298341 149.0487    31.093855  31.822037  14.51039 ]],[[153.77837     6.8599257 153.35355    31.925446   34.18108    14.613895 ]]
[[149.5273     7.379934 149.00307   30.60171   31.515272  14.604372]],[[153.76291    6.885692 153.34079   31.506798  33.83673   15.031875]]
[[149.50623     7.4656067 148.96109    30.105133   31.2171     14.714454 ]],[[153.71785    6.908732 153.29915   31.130024  33.51483   15.428953]]
[[149.48537    7.550978 148.91853   29.608809  30.929829  14.824885]],[[153.65265     6.9409313 153.23566    30.694248   33.15225    15.843792 ]]
[[149.46048    7.635257 148.87126   29.11394   30.652803  14.943706]],[[153.56656    6.987311 153.1488    30.187517  32.732334  16.253946]]
