AA_SN_X,AA_SN_Y,AA_SN_Z,GH_AA_X,GH_AA_Y,GH_AA_Z,GH_SN_X,GH_SN_Y,GH_SN_Z
41.76,7.09,42.33,51.97,40.17,60.98,10.23,46.96,47.87
41.6,7.01,42.14,51.76,40.22,60.96,10.19,46.98,47.88
41.78,6.96,42.31,51.9,40.29,61.03,10.14,46.99,47.87
41.76,6.94,42.29,51.89,40.28,61.02,10.16,46.95,47.84
41.77,6.95,42.3,51.9,40.28,61.03,10.16,46.97,47.85
41.75,7.0,42.3,51.9,40.28,61.02,10.17,46.99,47.9
41.83,6.96,42.36,51.95,40.31,61.08,10.16,47.02,47.9
41.84,6.94,42.37,52.01,40.32,61.17,10.19,47.01,47.91
40.08,8.44,40.74,50.19,38.65,59.64,10.16,47.02,47.92
39.99,8.4,40.67,50.15,38.67,59.62,10.21,46.99,47.91
39.87,8.57,40.56,50.02,38.5,59.48,10.21,47.0,47.92
39.88,8.55,40.56,50.03,38.52,59.48,10.2,46.99,47.91
40.05,8.5,40.73,50.25,38.57,59.67,10.25,46.99,47.92
39.87,8.54,40.56,50.08,38.52,59.54,10.25,46.99,47.92
39.88,8.53,40.56,50.14,38.52,59.61,10.31,46.98,47.94
39.89,8.54,40.58,50.2,38.53,59.69,10.35,46.99,47.96
40.12,8.47,40.8,50.44,38.61,59.87,10.36,47.0,47.98
40.04,8.42,40.69,50.33,38.6,59.78,10.34,46.95,47.9
39.99,8.55,40.66,50.38,38.46,59.79,10.43,46.94,47.92
39.68,8.57,40.34,50.06,38.41,59.53,10.45,46.94,47.89
39.75,8.59,40.42,50.12,38.41,59.59,10.42,46.94,47.91
39.94,8.5,40.59,50.39,38.5,59.81,10.5,46.94,47.91
39.95,8.52,40.61,50.39,38.49,59.78,10.5,46.96,47.93
41.68,7.04,42.23,52.04,40.22,61.14,10.38,46.98,47.93
41.65,7.03,42.2,52.14,40.23,61.3,10.5,46.98,47.98
41.66,7.06,42.22,52.15,40.22,61.27,10.49,46.99,47.98
41.93,6.94,42.47,52.36,40.34,61.44,10.45,47.0,47.97
41.68,7.07,42.24,52.12,40.23,61.21,10.46,47.0,47.98
41.65,7.02,42.19,52.09,40.24,61.24,10.46,47.0,47.97
41.58,7.13,42.15,52.03,40.16,61.13,10.47,47.01,47.99
41.51,7.19,42.08,51.92,40.1,61.04,10.43,47.03,47.99
41.46,7.12,42.02,51.89,40.13,61.07,10.45,47.0,47.96
41.42,7.13,41.97,51.84,40.12,61.02,10.44,47.0,47.96
41.46,7.21,42.03,51.87,40.07,60.97,10.43,47.01,47.97
41.49,7.13,42.05,51.94,40.13,61.06,10.47,47.0,47.96
41.44,7.36,42.05,51.79,40.08,60.94,10.36,47.12,48.1
41.39,7.45,42.02,51.78,40.03,60.89,10.41,47.15,48.14
41.39,7.43,42.02,51.82,40.06,60.87,10.45,47.14,48.13
41.39,7.15,41.94,51.81,40.12,60.89,10.47,47.06,47.96
41.26,7.25,41.81,51.71,40.02,60.85,10.49,47.07,47.99
41.31,7.16,41.85,51.76,40.09,60.92,10.49,47.05,47.97
41.38,7.13,41.92,51.83,40.14,60.98,10.49,47.07,47.99
41.29,7.29,41.89,51.76,40.1,60.92,10.48,47.09,48.07
41.29,7.28,41.89,51.71,40.11,60.92,10.44,47.1,48.08
41.39,7.28,42.0,51.85,40.13,60.98,10.47,47.08,48.07
41.35,7.25,41.94,51.82,40.15,60.99,10.48,47.09,48.08
41.33,7.18,41.9,51.81,40.15,60.99,10.5,47.06,48.03
41.33,7.22,41.91,51.81,40.12,60.94,10.49,47.06,48.03
41.35,7.14,41.91,51.89,40.15,60.98,10.57,47.02,47.99
41.46,7.1,42.02,51.97,40.21,61.06,10.53,47.04,48.0
41.44,7.09,42.0,51.95,40.22,61.04,10.53,47.03,47.99
41.74,7.06,42.3,52.25,40.27,61.21,10.53,47.03,47.99
41.57,7.08,42.13,52.08,40.22,61.1,10.54,47.01,47.98
41.43,7.11,41.99,52.08,40.14,61.13,10.67,46.98,47.97
41.79,7.14,42.36,52.33,40.18,61.26,10.56,47.03,47.99
41.76,7.11,42.32,52.33,40.21,61.27,10.6,47.02,48.0
41.62,7.11,42.18,52.25,40.15,61.2,10.65,46.99,47.97
41.61,7.13,42.18,52.29,40.14,61.26,10.7,46.98,47.99
41.68,7.23,42.27,52.28,40.12,61.3,10.62,47.03,48.06
41.72,7.2,42.3,52.29,40.17,61.32,10.58,47.04,48.06
41.76,7.29,42.37,52.3,40.11,61.23,10.55,47.04,48.05
41.72,7.31,42.33,52.2,40.07,61.15,10.49,47.04,48.04
41.73,7.17,42.31,52.21,40.17,61.28,10.49,47.05,48.04
41.72,7.17,42.29,52.22,40.19,61.3,10.52,47.08,48.07
41.61,7.08,42.16,52.23,40.21,61.32,10.63,47.02,48.02
41.64,7.03,42.18,52.24,40.26,61.39,10.61,47.03,48.03
41.54,7.09,42.09,52.18,40.15,61.36,10.65,46.99,48.01
41.64,7.17,42.2,52.14,40.13,61.34,10.51,47.06,48.06
41.61,7.16,42.17,51.99,40.14,61.18,10.4,47.06,48.02
41.64,7.17,42.2,52.03,40.11,61.21,10.41,47.04,48.01
41.6,7.13,42.14,52.03,40.12,61.26,10.45,47.03,48.0
41.68,7.15,42.24,52.14,40.1,61.29,10.47,47.01,48.0
41.86,7.15,42.43,52.18,40.13,61.22,10.33,47.0,47.95
41.84,7.13,42.39,52.2,40.11,61.23,10.38,46.97,47.93
41.89,7.12,42.46,52.1,40.1,61.07,10.23,46.93,47.84
41.89,7.1,42.45,52.12,40.14,61.11,10.25,46.96,47.87
41.96,7.07,42.51,52.13,40.18,61.11,10.2,46.96,47.86
41.87,7.12,42.43,52.05,40.12,61.04,10.2,46.96,47.86
41.89,7.04,42.43,52.11,40.18,61.17,10.25,46.96,47.87
41.79,6.92,42.31,52.25,40.23,61.34,10.49,46.91,47.86
41.75,7.04,42.28,52.09,40.13,61.17,10.37,46.95,47.87
41.78,7.07,42.33,52.11,40.14,61.21,10.35,46.95,47.9
41.64,7.0,42.17,52.11,40.15,61.23,10.49,46.92,47.88
41.65,6.96,42.17,52.12,40.18,61.25,10.5,46.92,47.87
41.53,6.94,42.04,51.44,40.18,60.57,9.98,46.93,47.7
41.71,7.07,42.25,52.03,40.15,61.19,10.34,46.97,47.92
41.69,7.05,42.23,52.01,40.14,61.16,10.34,46.96,47.9
41.66,7.0,42.19,52.04,40.16,61.17,10.4,46.94,47.88
41.63,7.02,42.16,51.94,40.17,61.11,10.34,46.95,47.88
41.6,7.03,42.13,51.98,40.17,61.19,10.41,46.98,47.93
41.6,7.04,42.13,52.0,40.16,61.22,10.42,46.98,47.94
41.48,6.92,41.98,51.96,40.21,61.28,10.51,46.95,47.91
41.51,6.87,42.0,52.07,40.22,61.33,10.59,46.91,47.88
41.47,6.92,41.98,52.09,40.15,61.24,10.64,46.87,47.85
41.49,6.95,42.0,52.02,40.15,61.18,10.57,46.9,47.85
41.45,6.89,41.95,51.99,40.17,61.19,10.57,46.87,47.83
41.4,6.82,41.88,52.05,40.19,61.25,10.69,46.84,47.8
41.73,6.93,42.24,52.22,40.23,61.41,10.51,46.93,47.91
41.7,6.89,42.21,52.3,40.21,61.43,10.62,46.87,47.87
41.66,6.91,42.18,52.26,40.19,61.39,10.61,46.87,47.87
41.69,6.91,42.2,52.21,40.22,61.35,10.55,46.9,47.87
41.63,6.95,42.16,52.16,40.21,61.29,10.55,46.91,47.89
41.63,6.93,42.15,52.2,40.24,61.33,10.6,46.92,47.91
41.7,6.84,42.21,52.21,40.35,61.36,10.54,46.94,47.91
41.67,6.8,42.17,52.1,40.35,61.24,10.46,46.91,47.85
41.73,6.83,42.25,52.17,40.35,61.25,10.46,46.91,47.86
41.7,6.86,42.23,52.12,40.32,61.2,10.44,46.9,47.84
41.68,6.88,42.19,52.07,40.28,61.14,10.43,46.94,47.84
41.67,6.85,42.17,51.97,40.31,61.04,10.36,46.93,47.81
41.73,6.72,42.21,52.09,40.4,61.22,10.41,46.92,47.81
41.74,6.69,42.22,52.05,40.44,61.19,10.36,46.91,47.79
